record,segment_start_sec,rr_mean,rr_std,ptt_mean,r_peak_amp_mean,pulse_amp_mean,ecg_std,ppg_std,official_hr,label,multi_label
bidmc_01,395,0.6662857142857143,0.0055988336977901,0.6394285714285713,0.9909074954259066,0.132746150362069,0.2214206776778325,0.0655982026539053,89.8,0,0
bidmc_01,400,0.6627692307692308,0.0028864096983528,0.6393846153846153,0.9970723345111616,0.1402659614271393,0.2169375954938831,0.0704236437035668,89.9,0,0
bidmc_01,405,0.6388571428571428,0.058386467540319,0.5765333333333332,0.988249936645256,0.1343209322014494,0.2178947016249466,0.0660725255166262,90.4,0,0
bidmc_01,410,0.6559999999999999,0.0617460235850976,0.5987692307692306,0.7906434647837057,0.1189946945166905,0.2224061045193172,0.0621411325702943,91.3,0,0
bidmc_01,415,0.6609230769230768,0.0049994082490067,0.6018461538461538,0.9936439094273332,0.1259574548066583,0.2188938943408466,0.0623777277180118,91.5,0,0
bidmc_01,420,0.6599999999999999,0.005014265364224,0.6051428571428571,0.9989505733549486,0.1193180763156909,0.2219016937570728,0.0599168567390433,91.1,0,0
bidmc_01,425,0.6646153846153845,0.0037934855402886,0.6473846153846152,0.980608640845637,0.110017577159768,0.2171847987883835,0.0574693749143701,91.0,0,0
bidmc_01,430,0.6657142857142856,0.0061809450436525,0.645142857142857,0.9733847521984232,0.1210703059651455,0.2182839507377554,0.0602697394632424,90.6,0,0
bidmc_01,435,0.6639999999999999,0.0070164641544562,0.6486153846153845,0.974232881859528,0.1343894693231886,0.2146021988253626,0.0690196093922641,90.1,0,0
bidmc_01,440,0.6617142857142857,0.0055988336977901,0.6508571428571429,0.9758053574393774,0.1309112106195606,0.2225844428717752,0.0643564921230191,90.1,0,0
bidmc_01,445,0.6596923076923076,0.0039881481220971,0.6553846153846153,0.9419931795039244,0.1328476855303081,0.2196575433721432,0.0648661075094434,90.6,0,0
bidmc_01,450,0.6605714285714285,0.0049815987926179,0.5622857142857142,0.984308606165661,0.1291226461365161,0.2129420438963089,0.0629082409261386,91.0,0,0
bidmc_01,455,0.6599999999999999,0.005014265364224,0.5502857142857142,0.9882237046719196,0.1300871588290574,0.2153321223421933,0.0660396511866826,91.0,0,0
bidmc_01,460,0.6621538461538461,0.0055725447003922,0.6326153846153845,0.9744415838974694,0.1361968828172079,0.215009849730782,0.0658532786176434,91.0,0,0
bidmc_01,465,0.6639999999999999,0.0052372293656638,0.6314285714285713,0.9649725435147708,0.1365467243986038,0.2333032634201469,0.0673849939419537,90.9,0,0
bidmc_01,470,0.6664615384615384,0.0057728193967057,0.6289230769230768,0.9882185378227744,0.1320374868194516,0.2166998778962808,0.0657121939484276,90.4,0,0
bidmc_02,0,0.6491428571428571,0.0079179465488863,0.1856,0.2551717255149156,0.2357124952805588,0.0687611603810405,0.147058884927296,93.4,0,0
bidmc_02,5,0.6457142857142857,0.0417260257452084,0.4268571428571429,0.2515878107431702,0.2747836261827202,0.0687419009618434,0.1786280405183053,92.6,0,0
bidmc_02,10,0.6611428571428571,0.0048822878544671,0.4337142857142857,0.2513348849879084,0.2478752669508167,0.0672177420802613,0.1570615823036308,91.4,0,0
bidmc_02,15,0.6537142857142857,0.0418354404976528,0.4713846153846153,0.2390749518406102,0.2157754476041787,0.066787244521538,0.1336100320887225,90.8,0,0
bidmc_02,20,0.6639999999999999,0.0060474315681476,0.5306666666666665,0.2462353495182572,0.2334836389384066,0.0664610692304224,0.140189448127374,90.3,0,0
bidmc_02,25,0.6594285714285714,0.0049815987926179,0.4274285714285714,0.2478128231169361,0.2461795307062992,0.0685702287369589,0.1447049862712026,90.2,0,0
bidmc_02,30,0.6559999999999999,0.0052372293656638,0.2445714285714286,0.2540285340326189,0.2124233095063308,0.0685920568801993,0.1316465785466579,90.7,0,0
bidmc_02,35,0.6537142857142857,0.0047121207149916,0.1477333333333333,0.2591228228396627,0.2068091843177803,0.0684155079496392,0.1344775668953519,91.5,0,0
bidmc_02,40,0.6615384615384615,0.0048455433070841,0.1154285714285714,0.2554519198433299,0.219276637430779,0.0716744541512065,0.1413583079867701,91.8,0,0
bidmc_02,45,0.6691428571428572,0.0048822878544671,0.3005714285714286,0.2526811320268276,0.2379876985394867,0.0671518176224665,0.1526134337991055,90.9,0,0
bidmc_02,50,0.6695384615384614,0.0036923076923076,0.5159999999999999,0.2555775705851235,0.2197989050457159,0.0669180132355831,0.1421008334466392,89.8,0,0
bidmc_02,55,0.6657142857142857,0.0053908463611752,0.6011428571428571,0.2533002574383985,0.2107117258989191,0.0680689517975332,0.1351573836984849,89.7,0,0
bidmc_02,60,0.6566153846153846,0.0058380510649262,0.6436923076923076,0.2579811710537097,0.2382688299192226,0.0749624994432004,0.1443276352130477,90.2,0,0
bidmc_02,65,0.6497142857142857,0.0044629998148038,0.5237333333333333,0.2668638770313126,0.2286460067788431,0.0694957001027543,0.1385762394948335,91.1,0,0
bidmc_02,70,0.645142857142857,0.0048822878544671,0.4431999999999999,0.2596292708175991,0.2400983083411123,0.0869050783768463,0.1530147140071517,92.3,0,0
bidmc_02,75,0.6485714285714285,0.0063887656499994,0.499076923076923,0.2552843205371532,0.2394293297141038,0.0734818104271987,0.1695752694963688,92.9,0,0
bidmc_02,80,0.6565714285714285,0.0070681810724874,0.5159999999999999,0.2577299470819007,0.2396310935651086,0.067593465199026,0.1538469329584106,92.6,0,0
bidmc_02,85,0.6639999999999999,0.0052372293656638,0.5317333333333332,0.2571586902450283,0.2191847407134677,0.0692142122589522,0.149015760287612,91.5,0,0
bidmc_02,90,0.6676923076923077,0.0039881481220971,0.566153846153846,0.2508260558630292,0.2298407055225399,0.0693451694541562,0.14341954747041,90.4,0,0
bidmc_02,95,0.6742857142857143,0.0063631592718057,0.6129230769230769,0.2448418429510214,0.2328190914103601,0.0663565608901985,0.1425494947365721,89.8,0,0
bidmc_02,100,0.6756923076923076,0.0067412007077558,0.6609230769230768,0.2483757649274331,0.2313838938371684,0.0676715278525914,0.1490383464638057,89.3,0,0
bidmc_02,105,0.6662857142857143,0.0076665187799992,0.6116923076923076,0.256198093063922,0.2332427121250417,0.0677647308314206,0.1454483206116459,89.0,0,0
bidmc_02,110,0.6565714285714285,0.0056279187438834,0.5296,0.2587695612830168,0.1974509816161043,0.0696478514270391,0.1331597187618109,89.7,0,0
bidmc_02,115,0.6502857142857142,0.003614031611621,0.1866666666666666,0.2508709378418524,0.2246503410649596,0.0678663358782036,0.1423751161268866,91.1,0,0
bidmc_02,120,0.6497142857142857,0.0032826072265931,0.0702857142857143,0.2567871731043459,0.2554140195068891,0.0713400532363688,0.165871850904091,92.0,0,0
bidmc_02,125,0.6565714285714285,0.0070681810724874,0.1514666666666667,0.2592368501258804,0.2276125259294253,0.0686837804166293,0.145318626895905,92.1,0,0
bidmc_02,130,0.6622857142857141,0.0044629998148038,0.1645714285714286,0.2447024408645663,0.2149685537110346,0.0722816852190916,0.1429952513439347,91.5,0,0
bidmc_02,135,0.6621538461538461,0.0046051167837217,0.4123076923076922,0.2483819407523903,0.2222119069695615,0.0676371354120755,0.1525127587932242,91.0,0,0
bidmc_02,140,0.6662857142857143,0.0063631592718057,0.6434285714285713,0.2528242938255111,0.2368836755140344,0.0675700728076303,0.1515377043994608,90.8,0,0
bidmc_02,145,0.667076923076923,0.0066847879945847,0.6006153846153846,0.2544018312854936,0.2219580044880972,0.0678450598911147,0.1387685055960963,90.3,0,0
bidmc_02,150,0.6605714285714285,0.0049815987926179,0.6034285714285713,0.2554137758694317,0.1936064661886908,0.0678048018681521,0.1265308929525693,90.0,0,0
bidmc_02,155,0.6553846153846153,0.0049230769230769,0.598153846153846,0.2527129413131923,0.2132594708262677,0.07042173475099,0.1422786570381767,90.5,0,0
bidmc_02,160,0.6508571428571427,0.0038332593899996,0.4767999999999999,0.2581122092641285,0.2246202798611123,0.0690497783377533,0.1422571714913156,91.5,0,0
bidmc_02,165,0.652,0.005014265364224,0.5108571428571428,0.2625754233711253,0.2217500293447888,0.0724406073863828,0.1406778074178425,92.0,0,0
bidmc_02,170,0.6468571428571428,0.0423165910435968,0.5476923076923076,0.2343768019343075,0.2421448877005904,0.0704179259928982,0.1579337719060048,91.9,0,0
bidmc_02,175,0.6662857142857143,0.0055988336977901,0.6188571428571429,0.2347373076774706,0.2260000795422036,0.0659009381382977,0.1452716678905006,91.2,0,0
bidmc_02,180,0.6554285714285715,0.0444870997123472,0.523076923076923,0.2377991083794427,0.2505599309821578,0.0670680734118528,0.1562107804711873,90.3,0,0
bidmc_02,185,0.6668571428571427,0.0048822878544671,0.6171428571428571,0.2540260894491452,0.2519139342156678,0.067889684028205,0.1507598363985967,90.0,0,0
bidmc_02,190,0.6639999999999999,0.0801229823938943,0.6172307692307691,0.2516295611327602,0.2173810048699906,0.074591171064772,0.1324088108743341,90.0,0,0
bidmc_02,195,0.6594285714285714,0.0333589017584604,0.3637333333333333,0.215828942802793,0.2199006893977018,0.0734063975160652,0.1282122391851916,90.2,0,0
bidmc_02,200,0.6617142857142857,0.0047121207149916,0.3845714285714285,0.2601873401111716,0.2220360575328628,0.0755145117318294,0.1388006747285605,90.5,0,0
bidmc_02,205,0.6639999999999999,0.0044376015698018,0.3399999999999999,0.2601500964360401,0.2253896963768968,0.0681622696020244,0.1433675693522489,90.7,0,0
bidmc_02,210,0.6594285714285714,0.0065652144531863,0.2357333333333333,0.253815219173006,0.2365333486472488,0.0682602185377352,0.1495914131864537,90.6,0,0
bidmc_02,215,0.6523076923076923,0.0050745915392217,0.123076923076923,0.253295916099629,0.2390697547953684,0.0685977589081323,0.1463992966716242,90.9,0,0
bidmc_02,220,0.6479999999999999,0.0042761798705987,0.3725714285714286,0.2616490005000904,0.2184213232820097,0.0686329120873928,0.1323568427720451,91.8,0,0
bidmc_02,225,0.6508571428571429,0.0231481475434618,0.4373333333333333,0.2024315863709778,0.2078344290494765,0.077588597114057,0.1339275350492372,92.6,0,0
bidmc_02,230,0.6582857142857143,0.0605822092831934,0.5618461538461538,0.2592174633991962,0.2221399180975387,0.0776747552897729,0.1517194398909988,92.4,0,0
bidmc_02,235,0.6639999999999999,0.0052372293656638,0.5554285714285713,0.2565166433300799,0.2392467568341573,0.0669502590462698,0.161423598565938,91.4,0,0
bidmc_02,240,0.6701538461538461,0.0063952645202543,0.643076923076923,0.2587003584883138,0.2110739081855323,0.0665652574105155,0.1442339256552075,90.5,0,0
bidmc_02,245,0.6725714285714286,0.0056279187438834,0.6079999999999999,0.2541837627594361,0.1971474063847908,0.0684818966973067,0.1335945857214371,89.6,0,0
bidmc_02,250,0.6502857142857142,0.0458996242926244,0.5131428571428571,0.2459210236986995,0.2369125119571638,0.0693383073019623,0.1473124813643606,89.3,0,0
bidmc_02,255,0.653142857142857,0.0048822878544671,0.3765714285714286,0.2464809722204355,0.2339391498770845,0.0677140817278088,0.1443986731960839,90.2,0,0
bidmc_02,260,0.6491428571428571,0.0041206300291017,0.2752,0.251912890588601,0.2348271655340771,0.0690284489270354,0.1482094837289753,91.5,0,0
bidmc_02,265,0.6428571428571429,0.0411944121433567,0.3175384615384615,0.2462918282291384,0.206717625640988,0.0684796108484532,0.1340926866219814,92.0,0,0
bidmc_02,270,0.6657142857142856,0.0068809111878813,0.6125714285714284,0.2384818996100036,0.2158257949466863,0.0668671665426906,0.1339298291418341,91.8,0,0
bidmc_02,275,0.675076923076923,0.0066847879945847,0.6147692307692307,0.2480978466465684,0.2357657722974757,0.0655261488860464,0.1457171101021023,90.7,0,0
bidmc_02,280,0.6824615384615383,0.0090860449601435,0.6203076923076922,0.2523946211102871,0.2511356882127543,0.0643348160943168,0.1537076555849051,89.3,0,0
bidmc_02,285,0.6892307692307692,0.008210254808693,0.6199999999999999,0.2482891067587759,0.2405820979623917,0.0682173202977347,0.1577169917025138,88.2,0,0
bidmc_02,290,0.6836923076923076,0.0050745915392216,0.667076923076923,0.2556328367662382,0.2382106594815524,0.0615673093858717,0.1436447717375991,87.3,0,0
bidmc_02,295,0.6775384615384615,0.0057728193967057,0.5765714285714285,0.2531741021563089,0.2319972499430748,0.0661151361907972,0.1436348270750346,87.5,0,0
bidmc_02,300,0.6683076923076923,0.0050745915392217,0.4073846153846153,0.2530260437644537,0.1944780667808923,0.0666722563125806,0.1222844437237164,88.4,0,0
bidmc_02,305,0.6611428571428571,0.0064901809666288,0.4935384615384615,0.2517123429153636,0.2117328876627351,0.0778530713218208,0.1345655762869496,89.4,0,0
bidmc_02,310,0.6525714285714285,0.0058274508726774,0.6026666666666666,0.2513030058913912,0.2361110580496797,0.0679884658699837,0.1498788021211431,90.6,0,0
bidmc_02,315,0.6479999999999999,0.0042761798705987,0.5542857142857142,0.2599105638524002,0.2157234498578668,0.0676715879420544,0.1370862146540686,91.7,0,0
bidmc_02,320,0.6497142857142856,0.0044629998148038,0.5969230769230769,0.2499613894126923,0.2074903036975535,0.0695268624133156,0.1328932223775264,92.5,0,0
bidmc_02,325,0.6365714285714285,0.0436834625225517,0.5085714285714285,0.2471286947151671,0.2490210442170745,0.0693646438136906,0.1515449524578005,92.4,0,0
bidmc_02,330,0.6485714285714286,0.0047466422073817,0.4639999999999999,0.2651703212468728,0.226080626332545,0.068427750758407,0.146963905433036,92.4,0,0
bidmc_02,335,0.6525714285714285,0.0039589732744431,0.4697142857142856,0.2609103748850792,0.2160704842679514,0.0696961025011112,0.1443645906363129,92.6,0,0
bidmc_02,340,0.6451428571428571,0.0415259938263409,0.3782857142857143,0.2536732744717571,0.2332810011384007,0.0686983453511848,0.1528790633101205,92.0,0,0
bidmc_02,345,0.6588571428571427,0.0038332593899996,0.4725714285714285,0.2566180009477944,0.2170944908493998,0.0680597494476832,0.1383497234068678,91.3,0,0
bidmc_02,350,0.6609230769230768,0.0049994082490067,0.4879999999999999,0.2611119688726375,0.2195845860169611,0.0733232790249512,0.1444977230519251,91.0,0,0
bidmc_02,355,0.6542857142857142,0.0101096034359737,0.2537142857142857,0.2643169887382001,0.2137559276059912,0.0696855312301831,0.135897921017767,91.0,0,0
bidmc_02,360,0.6394285714285713,0.0070681810724874,0.0789333333333333,0.253414896982333,0.1922484039263264,0.0805832445744479,0.1236600998255339,91.6,0,0
bidmc_02,365,0.6365714285714285,0.0049815987926179,0.0826666666666666,0.2563475937214223,0.1838399706823579,0.0709491894750603,0.1252389427550025,93.2,0,0
bidmc_02,370,0.6474285714285714,0.0093021831977712,0.124,0.2652437638143514,0.2109586019637915,0.0713278263307131,0.132406233054317,94.0,0,0
bidmc_02,375,0.6571428571428571,0.0051110125199995,0.0661333333333333,0.2589656232242904,0.2260994115464101,0.0704001063265113,0.1480912426508178,93.1,0,0
bidmc_02,380,0.6605714285714285,0.0039589732744431,0.115076923076923,0.2656357815449718,0.2380031893470274,0.0756463972873862,0.1495971340132183,91.7,0,0
bidmc_02,385,0.6584615384615383,0.0057728193967057,0.2750769230769231,0.2706778039359973,0.2464176781942133,0.0707447224233014,0.1505961714071015,91.0,0,0
bidmc_02,390,0.6531428571428571,0.0088709569692914,0.3978666666666666,0.1890551245287798,0.2194713156977193,0.077879273658228,0.1458516412507977,91.2,0,0
